Description,ASIN,Product Description,Manufacturer
" Care Instructions: Hand Wash Only  , Fit Type: regular  , 100% Polyester, High Quality, Durable and Water Resistant Fabric  , Front storage pocket keeps smaller items neatly organized and easy to access  , Mesh pockets on both sides to accommodate your water bottle and umbrella  , The lunch box has been designed keeping in mind the Indian palette – it is ideal for carrying rice based dishes (Chhole-Chawal, Rajma-Chawal), breads based dishes (rotis with curries, theplas) and single serve meals such as pasta, maggi, fries and much more!  , Made with High Quality Durable 304 Stainless Steel and 100% Non-Toxic Food Grade Plastic Materials, this lunch box has an Unbreakable Lid with a 6-side Lock & Seal Technology.  ,Made with 100% BPA free materials and developed to preserve all the natural flavours and prevent taste contamination.,Insulation Type: Cello life style Flask features double walled vaccum insulation with inner copper coating that retains the temperature, keeping beverages hot or cold for a prolonged period of time.,This reusable double wall steel water bottle is made from 304 grade stainless steel both inside and out and is leak proof, durable, unbreakable, rust proof, odour free and 100% food grade,Easy Pouring and Drinking- Simple threaded lid of the flask is easy to use, It makes pouring and drinking hassle-free and spill-free. The lid of this bottle doubles up as a cup for drinking.",B0BZVMLJF7,None,Safari
" Product Type: Notebook carrying backpack  , Features: Water bottle holder, water resistant, zippered front pocket, reflective elements, foam padded laptop compartment  , Carrying Strap: Hand grip, shoulder carrying straps  , Closure Typ: Zipper  , Capacity: 20 litres  ",B07TTCXHRH,None,Dell
" Trendy Design: The Laptop bag for men features a unique, trendy design that makes it stand out from other laptop backpacks. It's perfect for individuals who want to express their style while carrying their laptop.  , Secure Laptop Compartment: The 17-inch padded compartment in laptop backpack for men / Laptop bag for men provides secure storage for your device. The padding ensures that your laptop is protected from scratches and bumps while you're on the move.  , Front Pockets: The small pockets in College Bags for men / College bag for women in Second Compartment provide easy access to smaller items like your phone, wallet, and keys. These pockets are convenient and ensure that you don't have to dig through the main compartment to find what you need.  , Strong Built: The Laptop bag for men is built with strong zippers and stitching that can withstand daily wear and tear. This ensures that your belongings are kept safe and secure in college bag for girls and the backpack for men can hold up to daily use.  , Comfortable to Wear: The Laptop bag for men / backpack for men is designed for maximum comfort. The padded shoulder straps and back panel provide added comfort, reducing strain on your back and shoulders while carrying the laptop backpack. This makes it easy to wear the backpack for extended periods of time, whether you're commuting to work or school or going on a trip.  ",B0C1NZLFST,None,"Half,Moon"
" Convenient Travel Companion: Compact and lightweight garbage bags designed for seamless packing during your travels and outdoor campaigns. Pack of 90 Pc Garbage Bag for Daily use as well.  , Eco-Friendly Solution: Stay environmentally conscious with these biodegradable bags, minimizing your impact on nature while maintaining a tidy space.  , Durable and Leak-Proof: Engineered with strong materials to handle various types of waste without worrying about leaks or tears.  , Multipurpose Functionality: Ideal for camping, hiking, road trips, and more - these bags are equally handy for organizing belongings and ensuring waste disposal on the go.  , Easy Disposal: Equipped with secure closures, disposing of waste responsibly becomes hassle-free, making it a must-have for any eco-conscious adventurer.  ",B0CF9Q8HPN,None,Cockatoo
" Meant for 15.6-inch laptops  , Multiple compartments for additional accessories  , Front big pocket for quick-access your essentials  , Elegant and Lightweight Cross-dyed woven fabric  , Finished in Stylish warm dark grey and stretch to shoulder strap  , Laptop compartment fits up to 15.6 inch laptop with velcro laptop strip  , ASUS reflective logo  , 1 Year hardware warranty provided by the manufacturer from date of purchase  ",B0895ZZHKK,"ASUS BP1504 offers stylish, elegant protection for laptops with displays up to 15.6 inch. Elegant and lightweight Cross-dyed Woven Fabric making for a truly beautiful accessory to any NoteBook laptop.",ASUS
" Package includes: Home Clean Oxo Bio Garbage Bag Pouch, Medium(25L)- Set of 2 Dry waste bag(30 bags)  , Most convenient method of garbage disposal to maintain cleanliness and hygiene  , Dustbin liners that can be used in kitchens, hotels, toilets, hospitals, malls and parks. These garbage bags can also be used for general home cleaning purpose.  , The green and blue garbage bags with bottom sealing and prevents any leakage  , Multipurpose bags can be used to not only line dust bins but also to cover car seats, placing at the bottom of plant pots etc.  ",B09C284CTH,"Wondering how to handle the your daily household waste and segregate into wet and dry waste to help recycling? Made with high quality plastic material it has all the tensile strength to hold your garbage without tearing off easily and you do not need to double the bags in the dustbin. The bags will also not leak from the bottom and the can be used for neat disposal of waste. Your pack of garbage bags come with a combination of colour coded wet and dry bags to suits your requirements, the wet waste goes in the green bags while the dry waste in the blue bags.",CELLO
" PREMIUM QUALITY MATERIAL: This laptop computer briefcase is made of high-quality water repellent fabric, and well-made of foam pad inside. The laptop briefcase equipped with a removable shoulder strap and a soft carry handle, you can easily switch the carry way you want.  , LIGHTWEIGHT AND MULTIFUNCTIONAL: It provide a removable shoulder strap, can be use as shoulder bag or handbag base on your need; top handle strap, and comes with adjustable strap with. It will be a good partner for your daily use or business trip.  , EXCELLENT DETAILS: The laptop bag with exquisite zippers, durable hook of strap and soft handle, which make it more comfortable to carry and use. Ensure a secure and long-lasting usage everyday as office work bag, travel laptop briefcase, business laptop case, college laptop bag.  , DIMENSION: External: 16 x 12 x 3 inch; Dimension: 16.5 x 11.5 x 2.5 inch. Suitable for 14-15.6 inch: Dell, Acer, ASUS, Samsung, HP and other brand laptops.(Please allow a little size different because of manual measurement). Great gifts choice for birthday, work anniversary.  , BENNETT Warranty: Exchange within (6 months) if you don't like. If any problems, please do not hesitate to contact us. We will provide the best solution for you.  ",B09321GJXZ,None,KBBRD
" Large multi-compartment backpack with a padded sleeve for laptops, can hold up to 17 inch laptop/notebook  , Front storage pocket keeps smaller items neatly organized and easy to access  , Mesh pockets on both sides to accommodate your water bottle and umbrella  , Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects  , Lining Description: Polyester; Age Range Description: Adult; Special Features: Lightweight; Closure Type: Zipper  ",B09ZLJZVR1,None,Safari
" Care Instructions: Hand Wash Only  , Lightweight yet durable backpack/daypack for school use or everyday outings  , Front storage pocket keeps smaller items neatly organized and easy to access  , Mesh pockets on both sides to accommodate your water bottle and umbrella  , Mesh Padding on back & shoulder strap to provide comfort & better back support; 1-year International Warranty against manufacturing defects  , The lunch box has been designed keeping in mind the Indian palette – it is ideal for carrying rice based dishes (Chhole-Chawal, Rajma-Chawal), breads based dishes (rotis with curries, theplas) and single serve meals such as pasta, maggi, fries and much more!  , Made with High Quality Durable 304 Stainless Steel and 100% Non-Toxic Food Grade Plastic Materials, this lunch box has an Unbreakable Lid with a 6-side Lock & Seal Technology.  ,Made with 100% BPA free materials and developed to preserve all the natural flavours and prevent taste contamination.,Easy to clean soft fabric handy lunch carrier along with zipper ensures the functionality and make the lunch box eay to carry.",B0BZVSR4MR,None,Safari
" Care Instructions: Hand Wash Only  , Fit Type: regular  , The front and side zipper compartments of the backpack make it simple to store items like tablets, diaries, pens, pencils, smartphones, cards, change and other small items. The backpack's side pockets make it easy to carry along tiny goods like mini umbrellas and water bottles.  , MADE IN INDIA - This ""MAKE IN INDIA"" laptop bag for men has 2 front zip pockets, 2 side bottle pockets, and 1 huge zipped section. For men, women, boys, and girls, this bag works great for the office, school, and college. In fact, it's the ideal all-purpose backpack for men, school bags for girls and boys, college bags for girls and boys and workplace bags for unisex  , LAPTOP BACKPACK SPECIFICATIONS - Men's NEO Laptop Backpack; Compartment Size: Up to 15.6 Inches. 30 litres is the capacity. 15 x 11.5 x 3 inches in size.  , NEO padded laptop backpack with internal organiser and sleeve that can handle up to 15.6"" laptops. Compatible laptops include those made by HP, Lenovo, Acer, ASUS, and Dell. Your keys, cords, office supplies, and other valuables can be neatly organised inside the organiser to avoid theft.  , The Tabelito Casual Backpack is entirely produced in India and goes through strict quality inspections and tests. Water Resistant Material: The material has an advanced IPX4 coating that prevents water from penetrating from any angle.  , The backpack features a 30L capacity and a padded laptop pocket that fits a 15.6 inch laptop. Additional necessities that can fit within are a lunchbox, charger, tablet, books, power bank, wallet, and sunglasses.  ",B0C2D3DRW5,"Decent BACKPACK: The Tabelito Backpack / Daypack is made of HIGH QUALITY Anti Scratch Fabric with a sturdy zipper design, making it incredibly sturdy, tear-resistant, and capable of protecting your items from dust, rain, and filth. Even more robust and long-lasting are the strong buckle and zipper. LARGE CAPACITY & MULTI COMPARTMENTS & LIGHT WEIGHT: The backpack has three compartments. There is ample storage for clothes, books, a lunchbox, daily needs, and tech equipment accessories in the separate laptop compartment that fits a 15.6-inch laptop as well as a 15-inch, 14-inch, and 13-inch or Mac book. The middle compartment has enough capacity for a laptop charger, an iPad, a tablet, a smartphone, a document file, and other necessary accessories. There are two small elastic mesh side pockets for water bottles and a front compartment with zipper pockets for easy access items like a mask, wallet, metro card, and wallet. Make your goods more accessible and organised. HIGH QUALITY MATERIAL: The metal zippers on our backpack are made of high-quality, water-resistant Polyester fabric. Lightweight and strong build guarantee daily use that is safe and durable. Perfect for shopping, office work, business travel, weekend trips, and other outdoor activities. It is also the ideal backpack for teens, boys, girls, adults, and other genders.",Tabelito
